  8.000  9.0565E-01  5.4281E-01 -9.1753E+00  9.478E-01  1.4199E+01  7.9600E+00
  8.500  7.0307E-01  4.8817E-01 -9.3218E+00  9.412E-01  1.5482E+01  8.4595E+00
  9.000  4.9507E-01  4.3047E-01 -9.4390E+00  9.367E-01  1.6809E+01  8.9594E+00
  9.500  2.9951E-01  3.8505E-01 -9.5572E+00  9.299E-01  1.8180E+01  9.4596E+00
 10.000  1.1349E-01  3.5011E-01 -9.6777E+00  9.216E-01  1.9591E+01  9.9600E+00
 11.000 -2.2904E-01  2.8146E-01 -9.9003E+00  9.104E-01  2.2532E+01  1.0961E+01
 12.000 -5.5143E-01  2.2713E-01 -1.0112E+01  9.066E-01  2.5622E+01  1.1962E+01
 13.000 -8.4616E-01  1.8642E-01 -1.0254E+01  9.043E-01  2.8853E+01  1.2964E+01
 14.000 -1.1138E+00  1.6410E-01 -1.0398E+01  9.046E-01  3.2217E+01  1.3965E+01
 15.000 -1.3654E+00  1.4336E-01 -1.0578E+01  9.062E-01  3.5707E+01  1.4967E+01
 16.000 -1.5953E+00  1.3020E-01 -1.0738E+01  9.079E-01  3.9318E+01  1.5968E+01
 17.000 -1.8100E+00  1.2006E-01 -1.0907E+01  9.105E-01  4.3045E+01  1.6969E+01
 18.000 -2.0109E+00  1.1309E-01 -1.1086E+01  9.130E-01  4.6882E+01  1.7970E+01
 19.000 -2.1970E+00  1.0800E-01 -1.1277E+01  9.155E-01  5.0825E+01  1.8971E+01
 20.000 -2.3725E+00  1.0363E-01 -1.1471E+01  9.179E-01  5.4870E+01  1.9972E+01
